Area,Bedrooms,Bathrooms,Floors,YearBuilt,Garage,Neighborhood,SalePrice
2700,5,2,3,2020,1,Suburban,293500
4966,2,2,2,1970,0,Suburban,346800
2340,3,3,2,1974,1,Rural,246700
2378,1,2,2,1997,1,Suburban,225500
2110,4,3,1,1982,1,Suburban,247600
4462,3,3,3,1961,1,Rural,353900
4736,4,1,3,2015,1,Suburban,368800
3659,5,1,3,1958,0,Urban,302850
3998,3,3,3,1980,0,Rural,326400
2631,4,3,1,1980,0,Urban,268050
3814,4,1,3,1958,0,Urban,300600
1878,2,1,1,2013,1,Suburban,195300
3577,5,3,2,1968,1,Urban,336750
3514,5,3,1,1995,1,Suburban,331700
4392,2,3,1,1994,0,Suburban,335300
2215,5,3,1,1995,1,Suburban,266750
952,3,3,3,1981,0,Rural,174400
841,5,2,3,1963,0,Urban,178450
892,2,2,2,1955,1,Urban,153600
1769,1,3,1,1998,0,Suburban,195350
3550,1,3,2,1981,0,Suburban,284300
4559,2,1,1,1984,0,Suburban,310650
1470,3,2,3,2012,0,Suburban,199600
2705,4,1,3,1981,1,Rural,252050
665,4,3,1,2010,0,Rural,168750
754,2,2,2,1991,1,Suburban,152500
801,1,1,2,2012,1,Urban,141150
3603,3,1,2,2010,0,Suburban,285650
4340,4,1,2,1991,1,Suburban,336800
3056,5,1,2,1969,1,Urban,281000
2005,5,3,1,2013,1,Rural,256650
1756,1,2,1,1966,0,Urban,175100
2762,1,3,1,2020,1,Rural,256600
4840,3,3,3,1997,1,Suburban,388600
709,1,1,2,1997,0,Urban,122050
4293,1,3,3,2020,0,Rural,333150
3547,1,1,3,2009,0,Urban,272550
1480,5,3,2,2022,0,Suburban,233100
2619,3,1,2,2007,0,Rural,230550
4245,4,3,1,1988,0,Rural,341150
677,4,2,3,1973,1,Rural,163250
2046,4,2,3,2002,1,Urban,250400
2534,1,2,1,2010,1,Rural,227200
798,2,3,1,1956,0,Suburban,144200
3067,3,3,2,1989,0,Urban,287550
4066,2,3,3,2001,0,Rural,326100
4539,4,2,3,2007,1,Urban,376550
774,5,1,3,1959,0,Urban,158900
3495,5,3,2,1959,0,Urban,319950
552,2,3,2,1996,1,Rural,153900
1923,1,1,3,1961,1,Rural,176950
2127,2,2,3,1984,1,Suburban,224050
988,1,3,1,1972,0,Urban,153500
2854,4,3,2,1968,1,Rural,280600
916,1,1,3,1964,0,Suburban,122500
3056,2,3,3,1983,0,Urban,280200
1420,5,1,3,1976,1,Rural,196300
2053,3,1,3,1961,1,Rural,203450
3185,4,2,2,2002,0,Suburban,287350
1165,3,2,3,1953,0,Rural,161650
4601,1,3,2,2020,0,Rural,343550
2969,2,1,3,1989,0,Rural,237650
1974,3,1,2,1999,1,Suburban,210900
837,2,2,2,1973,0,Suburban,141250
3659,1,2,2,1976,1,Urban,288250
768,4,2,1,1950,0,Urban,150900
1587,5,3,3,2021,1,Urban,258150
1793,4,2,3,1989,1,Rural,223850
1156,5,2,2,1962,1,Urban,198900
3328,3,2,1,1979,0,Suburban,272600
4473,3,2,1,1971,0,Suburban,327450
1836,2,2,1,1981,0,Suburban,188600
2856,4,2,2,1987,1,Urban,281400
2167,5,2,1,1953,0,Suburban,226750
2325,1,2,1,1991,0,Rural,201050
4530,5,3,2,1988,1,Urban,390400
1712,2,3,1,1994,1,Suburban,211300
3268,2,3,2,2020,1,Urban,306900
4915,1,3,3,1977,0,Rural,351350
3558,3,1,2,1980,0,Urban,279400
944,3,3,3,1975,1,Rural,182200
1897,5,1,2,1989,0,Suburban,214050
4881,3,3,3,2006,1,Rural,388350
2718,5,3,2,1957,0,Rural,270500
4176,1,1,3,1997,0,Urban,300400
2810,5,1,3,1987,1,Suburban,274100
4540,1,3,1,2001,0,Suburban,334800
4106,1,2,3,1954,0,Rural,289000
2327,2,3,3,2004,1,Suburban,255050
3719,2,2,1,2002,0,Rural,284050
2572,5,2,3,2014,1,Rural,280300
4689,5,1,2,2019,0,Suburban,362650
2830,2,3,3,1980,1,Urban,278000
1185,3,1,3,2004,0,Rural,162950
1184,2,3,3,1953,1,Urban,187600
3437,2,2,3,1990,0,Rural,276350
4211,2,2,3,1950,0,Rural,303050
840,2,2,2,1971,0,Urban,145800
1233,2,1,3,1960,0,Urban,152150
1996,1,3,1,1990,0,Rural,199300
4393,4,2,3,1979,1,Suburban,355850
3454,2,2,1,1958,1,Suburban,272600
1631,2,2,2,1998,1,Suburban,198450
2232,1,2,3,1979,0,Suburban,207800
3535,5,2,3,1966,0,Suburban,309050
3213,5,2,2,1999,0,Urban,302850
2979,3,1,3,1965,1,Suburban,255950
1919,3,1,2,1955,0,Urban,189950
2489,4,3,3,1967,1,Suburban,272050
987,1,1,2,2017,1,Urban,151950
4319,1,2,1,2000,0,Rural,303450
1941,2,2,1,1993,0,Urban,202450
2890,4,1,1,1975,1,Urban,259500
1884,1,2,1,1997,0,Rural,180800
2656,4,1,1,1955,1,Rural,231800
4896,3,1,1,1973,0,Rural,329200
1891,3,1,3,1968,0,Suburban,192450
3642,2,3,3,1975,0,Rural,297100
768,2,2,1,1997,0,Rural,135000
4417,5,3,3,1998,1,Rural,382750
2024,1,1,2,1960,0,Rural,166700
977,1,1,3,2018,1,Suburban,151750
4771,5,3,3,2013,0,Suburban,399950
738,1,2,2,2022,1,Rural,146000
1109,1,2,3,2006,1,Suburban,169750
4924,2,2,1,2007,0,Rural,345800
3897,4,2,1,1996,1,Rural,321150
2331,3,2,1,1972,0,Suburban,220650
1654,3,2,3,2002,1,Urban,220800
2251,3,3,2,1966,0,Suburban,234850
4098,1,3,2,1980,1,Urban,326400
2985,5,3,1,1975,0,Rural,284250
3838,5,2,3,2008,0,Suburban,336800
2833,3,1,3,2007,0,Rural,246250
4886,2,2,3,1970,0,Rural,342800
4963,5,2,3,1982,0,Suburban,385250
667,2,2,3,1958,0,Suburban,133250
4042,1,3,1,1961,0,Rural,292900
4509,1,1,1,1957,0,Rural,285050
577,4,1,2,1970,1,Suburban,142350
3398,1,3,2,1965,1,Urban,286900
1608,1,3,1,1977,0,Urban,186000
1391,2,1,1,2007,0,Urban,164150
1724,5,2,1,1975,1,Urban,226200
1064,5,2,3,1977,1,Urban,203800
3359,3,2,2,1975,0,Suburban,277950
801,2,2,3,2006,0,Urban,159350
4889,2,1,3,2004,1,Urban,358150
608,4,1,2,2013,1,Suburban,156800
2912,1,3,1,2003,1,Suburban,264000
3147,5,1,1,1952,0,Suburban,260450
3225,3,3,1,1966,1,Suburban,288550
3838,4,3,1,1982,0,Rural,319000
2640,4,1,1,1960,1,Urban,242500
4313,1,2,2,1987,1,Urban,324250
4700,5,3,1,1975,1,Urban,390000
2756,3,2,3,1997,1,Urban,274400
4145,2,1,1,2009,1,Suburban,307450
3559,1,2,2,2020,1,Urban,296450
3021,3,3,3,1958,0,Urban,280950
3917,1,1,1,1957,0,Urban,265450
511,2,1,3,1978,0,Suburban,116450
3766,2,1,2,1986,1,Suburban,286600
3645,3,2,2,1976,0,Urban,297550
1374,1,2,2,1980,1,Rural,165200
2933,2,3,1,1994,1,Rural,267350
1383,4,2,3,1958,0,Urban,194050
4485,2,3,2,1993,0,Suburban,344650
2079,3,3,1,1953,1,Suburban,227350
4271,5,1,1,1967,1,Urban,336150
852,2,2,1,2000,0,Urban,150100
2006,4,2,2,2015,1,Urban,247300
3987,5,1,1,1974,0,Rural,304050
3351,5,1,1,1979,0,Rural,273750
2529,3,2,3,2017,1,Urban,269050
2346,4,1,1,1956,0,Urban,216600
2890,2,3,1,2021,1,Rural,273300
4530,2,1,1,2008,0,Rural,311400
3938,4,1,1,2001,1,Suburban,314700
2883,2,1,2,1973,0,Rural,223550
3867,1,1,1,1999,1,Suburban,280550
1965,3,1,2,1998,1,Suburban,210150
2651,3,3,2,2003,0,Rural,260950
3983,2,3,1,1959,1,Rural,309350
1073,3,1,2,1962,0,Urban,149750
1274,3,2,3,2011,1,Urban,204500
3865,4,1,2,2000,1,Urban,320750
4838,1,3,2,1979,1,Urban,363100
4430,4,2,3,1958,1,Rural,346400
3180,4,3,3,1985,0,Rural,297000
2720,4,1,3,2010,1,Suburban,266500
1939,2,1,3,1992,0,Suburban,192050
1213,2,1,1,1980,1,Rural,147150
1075,4,3,2,2010,0,Rural,194250
3481,4,3,1,1967,0,Rural,296650
569,1,3,2,1954,1,Rural,132150
4264,5,2,3,1977,0,Rural,343800
2876,4,3,1,1958,1,Urban,283700
2705,1,3,1,1992,0,Rural,235350
1417,2,1,3,1987,1,Urban,179450
3245,1,1,3,2002,0,Suburban,250350
1242,1,2,3,1972,1,Suburban,166200
4650,5,2,2,1994,1,Urban,383200
3033,5,2,1,1977,0,Rural,272250
2337,4,2,1,1956,0,Rural,221150
1876,5,1,1,2007,0,Suburban,213400
909,3,2,3,1991,1,Urban,180250
3507,2,1,2,1994,0,Urban,271050
3452,3,3,3,1982,0,Urban,309700
4742,2,2,1,1973,1,Rural,336500
2179,5,3,2,2015,0,Rural,260950
2214,2,1,2,1957,1,Rural,195300
1697,4,3,3,1961,1,Rural,225650
2837,1,3,3,2012,0,Suburban,262950
3716,2,1,1,1978,1,Urban,281700
3456,5,2,2,1954,0,Urban,301500
3693,3,3,1,1998,1,Suburban,321550
526,3,3,2,1955,1,Rural,150300
3637,5,2,2,1966,0,Rural,304150
3473,5,2,2,2016,1,Rural,320950
3665,2,1,1,2002,0,Suburban,271350
1590,4,2,3,1964,0,Rural,196200
749,2,2,1,1965,1,Rural,134450
641,1,2,2,1954,0,Suburban,115750
766,5,1,1,1969,1,Suburban,156500
4810,5,3,2,1971,0,Urban,389300
988,4,1,3,2009,1,Urban,184600
995,2,1,3,2021,1,Urban,168550
979,2,1,2,1951,0,Suburban,126750
3190,1,3,2,1956,0,Suburban,258800
4596,1,3,2,1980,0,Suburban,336300
3580,2,3,2,2000,1,Urban,316500
2927,1,1,2,1980,1,Rural,227850
1343,3,2,2,1992,1,Rural,187250
3715,4,3,3,1989,1,Suburban,339950
4411,3,2,3,2004,0,Suburban,344250
4577,2,3,1,1969,1,Urban,352050
2849,4,2,2,1952,0,Rural,250550
1149,4,2,2,1953,1,Suburban,180850
2393,4,3,3,1970,1,Suburban,268150
3356,5,1,2,2004,0,Rural,286500
3750,2,2,3,2010,1,Rural,308000
2886,3,3,2,2005,0,Rural,273300
2225,4,3,2,1966,0,Suburban,243550
1854,2,3,3,1970,0,Urban,216200
1793,2,3,1,2016,0,Rural,206950
3546,4,3,3,1989,0,Rural,316500
3758,5,2,3,1968,0,Suburban,320800
3213,1,3,1,2018,0,Urban,278550
903,5,2,2,1970,1,Suburban,183650
4472,1,1,2,1951,0,Urban,296400
4532,1,3,2,1959,0,Suburban,326800
2046,4,2,3,1969,1,Suburban,235500
3106,2,2,3,1970,1,Rural,263800
3325,2,3,3,1976,1,Suburban,296550
2352,1,2,2,2010,1,Suburban,228100
4706,1,2,1,1975,1,Rural,325300
1312,3,2,1,2017,1,Suburban,193200
3874,1,1,1,1999,0,Rural,265900
1429,2,2,1,1969,1,Rural,169650
4575,4,3,2,1961,0,Rural,354550
3823,4,2,3,2012,0,Urban,332250
674,1,2,3,1993,1,Rural,139100
1863,3,2,2,2010,1,Rural,218650
3395,2,2,2,1971,0,Urban,273550
1537,2,1,3,1979,0,Rural,163050
3511,2,1,1,2012,0,Urban,271650
2590,3,2,1,1971,0,Suburban,233300
960,3,2,3,1987,0,Suburban,166600
3252,1,3,2,1971,0,Rural,261400
648,3,1,3,1961,1,Urban,143200
4933,4,1,3,2008,1,Urban,381550
1633,2,1,2,2002,0,Urban,179750
853,2,1,1,2009,0,Urban,137850
1607,2,2,3,1973,0,Urban,189750
3102,3,3,2,1973,1,Rural,284500
2613,5,3,1,1969,0,Urban,273850
4594,3,2,3,1957,0,Suburban,339300
4185,1,3,1,1993,0,Urban,319650
3706,3,1,3,1996,0,Urban,296600
1609,4,2,2,1997,0,Suburban,207050
4679,4,1,1,2020,0,Suburban,347450
2477,2,1,2,1965,0,Rural,200850
726,4,2,1,1993,1,Rural,161700
3439,5,1,3,1958,1,Rural,291850
1512,1,2,2,1968,0,Suburban,163500
4615,1,1,1,1963,1,Urban,312150
3606,2,2,2,1988,0,Urban,289200
4436,2,3,2,2015,0,Urban,353800
3302,1,3,3,2010,1,Rural,290600
1966,2,3,1,1991,0,Rural,208100
3488,3,3,1,1994,1,Urban,315100
769,5,1,2,1975,1,Suburban,163450
4306,3,2,3,2009,0,Rural,335500
2031,4,3,1,1953,1,Suburban,234950
803,4,1,2,2012,0,Rural,151250
2432,3,1,2,2005,1,Suburban,235600
2540,4,3,1,1968,1,Rural,259900
4521,5,2,3,1961,0,Urban,361850
641,2,2,2,1982,0,Urban,139150
1308,1,1,3,1995,1,Suburban,161400
1447,3,3,2,2006,0,Rural,201650
4451,4,3,1,1981,0,Suburban,354350
3912,4,3,2,1960,0,Suburban,326100
2792,3,2,3,1969,1,Rural,257800
1265,4,1,3,1994,1,Urban,193950
3423,3,2,2,1966,0,Suburban,278450
1438,4,2,2,2013,0,Urban,208300
2996,1,1,3,1998,0,Rural,231700
4062,2,1,2,1972,1,Rural,292200
1762,5,3,1,1992,1,Urban,248200
1042,4,3,3,1967,0,Urban,194700
3179,1,3,3,2015,1,Rural,285950
3454,3,2,2,1967,0,Urban,285300
3431,4,3,3,2018,1,Rural,329450
3281,5,1,2,1997,1,Rural,290650
4739,5,1,1,1952,1,Suburban,350050
3491,4,3,3,1985,0,Rural,312550
3112,3,2,3,1987,1,Suburban,284200
4148,4,1,2,1961,1,Rural,313200
1699,3,1,3,2010,0,Suburban,195450
2617,3,1,1,1976,1,Suburban,231150
3180,4,1,3,1963,1,Rural,270400
3348,3,2,3,1968,1,Urban,295300
4181,2,3,2,1999,1,Rural,336250
3995,3,1,3,1995,1,Rural,310750
1164,1,2,2,2007,1,Urban,172800
3662,3,1,2,1959,1,Rural,278300
3865,2,1,2,1977,0,Rural,273850
1916,2,2,3,2005,1,Suburban,219800
3608,5,2,2,1984,1,Suburban,323100
1016,2,3,3,1980,1,Suburban,182300
1349,4,3,1,1999,1,Suburban,214650
2401,4,2,2,1976,1,Urban,255350
1407,3,3,3,2021,0,Suburban,214150
815,2,2,2,2001,1,Urban,163550
3743,4,3,2,2008,1,Rural,337050
2007,2,2,2,1980,0,Rural,196850
4622,2,2,2,1992,0,Rural,331200
2018,5,2,2,2022,1,Urban,260000
4650,4,2,1,1994,1,Urban,368200
2434,3,1,2,1954,1,Rural,215400
4844,4,3,3,1987,1,Suburban,395800
2301,5,2,3,2003,0,Rural,253450
3122,3,3,1,1968,0,Rural,269000
1356,3,1,1,1985,1,Urban,175800
2376,2,1,3,1997,0,Rural,210400
2025,4,2,2,1976,1,Rural,226550
1916,1,2,3,1962,0,Suburban,186900
3979,1,2,1,1986,0,Urban,292250
4371,1,3,1,1995,1,Rural,329550
2294,2,1,1,1958,0,Urban,194600
3565,1,2,2,1968,1,Urban,281150
3220,1,2,2,1960,0,Suburban,246500
4704,3,3,1,1996,1,Urban,376500
4176,3,2,1,1988,0,Suburban,317700
852,1,3,2,1963,1,Rural,149000
3731,2,3,1,1977,0,Urban,302150
1927,5,2,3,1986,0,Suburban,234650
2692,2,1,3,1975,0,Urban,229600
2277,5,1,1,1967,1,Suburban,231450
4036,3,2,2,1978,0,Rural,307700
1616,1,1,1,1971,0,Rural,144600
2820,4,1,2,1966,0,Suburban,243300
1033,5,2,1,1959,1,Suburban,181850
1717,1,3,2,2005,1,Suburban,209850
3488,3,2,3,1978,1,Rural,295300
2728,1,3,3,1979,1,Suburban,257600
2479,1,2,3,1980,1,Suburban,230450
2576,4,2,1,1996,0,Urban,255100
1031,5,2,2,2001,1,Urban,204350
3576,1,2,1,1974,1,Suburban,273500
2444,5,2,1,2006,0,Urban,261500
4735,5,1,3,1976,1,Suburban,367050
3599,2,1,3,2012,0,Suburban,281050
4857,4,2,2,1966,0,Suburban,360150
4329,3,1,2,1971,1,Urban,325250
4614,2,3,1,1993,1,Suburban,356100
3084,3,1,1,1952,1,Rural,242300
2048,2,3,2,2001,0,Suburban,225200
1988,5,3,1,1980,1,Urban,255900
4159,1,2,2,1970,0,Urban,301450
727,5,3,2,1978,1,Urban,197250
4971,1,3,2,1978,0,Urban,359450
4852,1,1,3,1961,1,Suburban,328400
1198,2,1,3,1991,0,Urban,159700
937,5,3,1,2004,0,Urban,200550
2184,4,1,3,1982,0,Suburban,221300
2653,2,3,3,1996,0,Urban,263950
3414,3,2,2,1992,1,Rural,290800
3717,4,1,1,1980,1,Urban,302350
1459,2,1,2,1994,1,Suburban,173650
2339,3,2,3,2007,1,Suburban,251550
777,3,3,3,2000,0,Urban,181350
4720,4,3,3,1991,0,Urban,385800
4256,4,3,3,2019,0,Rural,361000
1843,2,2,3,1989,1,Urban,216350
1214,1,1,1,1969,1,Urban,143900
2005,1,3,1,1966,1,Urban,212550
4421,5,3,1,2011,0,Urban,376850
3214,3,1,2,1984,1,Urban,273400
1847,2,1,3,1951,0,Suburban,175150
2942,2,3,1,1990,1,Rural,266600
4460,3,1,3,1957,1,Urban,332600
2252,3,1,3,2021,1,Suburban,236400
3005,5,2,1,1981,1,Suburban,287050
2237,3,1,2,2004,1,Rural,220550
4669,4,3,3,1994,1,Rural,384150
1608,1,2,3,1962,0,Suburban,171500
3179,5,3,2,1950,1,Rural,301450
1537,1,3,1,1969,1,Urban,190050
1411,2,3,3,1963,1,Urban,201950
2596,3,2,1,1975,0,Urban,239800
3513,3,2,1,1980,0,Suburban,282150
858,1,3,2,1989,0,Suburban,152100
1576,5,1,3,1991,0,Rural,198600
2603,4,2,3,1993,1,Urban,275550
4027,2,3,3,2013,1,Rural,337750
2802,1,3,3,1995,0,Urban,261100
4600,4,1,3,1964,0,Rural,331700
2104,1,3,2,2018,1,Suburban,233100
1575,3,2,1,1952,1,Suburban,186850
4548,5,3,2,2007,1,Suburban,392000
828,2,3,1,2009,0,Urban,166600
3732,4,2,1,2006,0,Urban,315900
3977,5,2,3,1956,1,Suburban,338150
1502,3,3,2,1970,1,Rural,203600
1076,3,1,1,1998,1,Suburban,160700
826,5,2,1,2015,0,Urban,183300
2027,5,3,2,1998,0,Rural,248250
3321,1,2,3,1994,0,Urban,271750
1965,5,1,1,1954,1,Suburban,211950
3725,4,2,3,1972,1,Rural,315350
2781,2,1,2,1986,1,Suburban,237350
2880,1,3,1,1993,1,Urban,264400
994,4,3,1,1992,0,Suburban,184800
1638,5,1,1,1961,0,Urban,192700
2916,3,1,1,1970,1,Rural,239300
1856,5,2,2,2008,0,Urban,237700
1653,4,2,1,2009,0,Urban,212850
3749,2,3,1,1994,0,Rural,298150
2642,2,2,3,2017,0,Urban,254700
3888,5,3,2,1958,0,Suburban,334300
1624,5,1,2,2020,0,Suburban,209700
1301,2,3,2,1980,0,Suburban,181550
2542,3,1,1,1994,1,Urban,237800
707,4,2,1,1970,1,Suburban,158850
3154,3,2,3,2020,0,Rural,281200
972,2,3,2,2022,0,Suburban,177700
2138,4,3,1,2005,1,Suburban,255900
635,1,3,1,1968,0,Suburban,129650
4856,4,3,3,1971,0,Urban,386600
1670,3,2,1,1973,0,Rural,182900
957,3,2,3,2017,0,Urban,180450
1936,4,3,2,2011,1,Rural,247600
4071,5,1,1,2003,1,Urban,336950
2648,4,1,1,2018,0,Rural,240300
4742,2,1,1,1987,1,Urban,335700
1006,4,2,2,1952,1,Rural,168400
3105,3,3,3,1975,1,Rural,290250
2883,5,1,3,1951,1,Urban,271950
945,5,2,2,1971,0,Rural,171050
3281,5,3,3,1959,0,Suburban,309250
943,1,3,2,1951,1,Rural,149950
617,3,1,3,1968,1,Suburban,138750
2040,5,1,2,2019,0,Suburban,230200
3270,5,2,2,1963,0,Suburban,289900
1066,3,3,3,2016,1,Suburban,205600
4102,1,1,2,1967,0,Suburban,277700
2436,5,1,3,2016,0,Suburban,254100
4683,5,2,1,1998,1,Urban,381050
2152,3,3,1,2001,0,Suburban,235400
4890,3,3,1,1963,0,Rural,355900
3186,4,1,1,2016,0,Suburban,271600
1703,1,2,1,1980,0,Suburban,171650
3437,2,2,3,2013,0,Suburban,288250
905,2,2,2,2003,1,Suburban,163650
4407,2,3,1,1996,0,Urban,341650
4714,2,1,1,1982,0,Urban,322800
4579,2,1,2,1958,1,Urban,323850
812,1,1,3,1978,0,Urban,126500
662,3,3,3,2001,1,Rural,175900
2028,3,1,3,1952,0,Suburban,194500
4888,2,1,3,1978,0,Urban,340300
2065,1,1,3,1989,0,Rural,182450
898,4,2,1,1967,1,Urban,172500
4086,4,3,1,2001,0,Suburban,342100
1547,4,2,1,1954,1,Rural,191050
2442,1,3,1,1994,0,Urban,232800
3630,5,1,2,1967,0,Urban,299100
3296,4,3,2,2001,0,Urban,312600
739,3,2,1,1972,0,Urban,146050
2858,2,2,2,1990,0,Suburban,247400
1171,5,2,1,1959,1,Urban,193750
3119,2,3,2,1950,0,Suburban,263450
2961,3,2,2,1998,0,Urban,269950
3893,2,2,3,1971,0,Rural,293450
901,1,1,2,2011,0,Suburban,130850
2606,1,1,3,1952,1,Urban,218400
4648,3,2,3,1967,1,Urban,360000
1587,4,2,1,1970,0,Rural,187850
1642,4,2,1,1997,0,Suburban,203700
4881,2,2,2,2003,1,Suburban,362450
2565,3,1,2,1961,0,Rural,214050
4408,3,1,1,2001,1,Rural,323200
4755,1,1,3,2022,1,Rural,336850
4459,4,2,2,1990,0,Urban,352450
641,4,3,3,2018,1,Suburban,194950
896,5,1,3,2006,0,Rural,169100
3127,1,2,1,1972,1,Rural,245450
2055,4,2,2,2018,1,Suburban,245650
3008,4,3,1,1989,0,Rural,279600
4881,2,2,2,1966,0,Rural,336350
1528,4,2,3,1968,0,Suburban,199300
2676,2,1,1,1961,0,Suburban,209600
1170,4,2,2,2007,1,Rural,193100
2355,2,3,1,1953,1,Rural,226150
3929,1,3,3,1991,1,Rural,316250
2578,2,3,3,1991,0,Rural,248700
2506,4,2,3,1978,0,Rural,246200
2188,1,2,1,1950,0,Urban,191900
4931,3,3,1,1993,0,Rural,366950
1069,4,3,1,1966,0,Rural,175750
1646,4,3,3,1996,1,Urban,243600
4274,5,1,3,1966,0,Suburban,331000
1364,5,3,1,1994,0,Suburban,213900
4909,1,3,1,1952,1,Urban,353550
527,3,3,1,2007,0,Urban,160950
1529,2,3,1,1969,0,Urban,189650
2496,5,1,3,1950,0,Rural,232300
1841,3,2,1,1953,0,Rural,185450
1748,3,3,2,1969,0,Urban,215600
2636,1,2,2,1959,0,Urban,222000
2587,2,3,1,2022,1,Suburban,263450
1180,1,2,3,1986,0,Urban,162300
874,3,3,3,1992,1,Suburban,188800
3869,2,1,2,2016,0,Rural,285750
3545,4,3,3,1962,1,Urban,328350
2837,5,3,1,2007,0,Urban,296450
1305,2,2,1,1990,0,Rural,159750
3539,5,3,1,1955,0,Rural,305950
778,4,2,1,1951,1,Urban,161700
1905,1,1,2,2014,0,Suburban,181950
1287,1,3,1,1963,0,Urban,165750
1832,3,3,1,2005,0,Urban,225600
4872,1,3,2,1988,1,Rural,357500
3647,2,3,3,2007,1,Rural,316950
2845,5,1,3,1957,1,Urban,271850
3949,2,2,3,1954,1,Suburban,306150
932,5,1,3,1993,0,Rural,167000
1509,4,3,2,1998,1,Rural,222350
4349,5,1,2,2007,1,Urban,357050
816,3,3,2,2008,1,Rural,180700
4716,1,1,1,1990,0,Urban,315300
1865,2,1,1,1960,0,Urban,173750
4899,2,1,1,2019,0,Suburban,338150
1435,1,3,3,1976,1,Rural,187050
4018,4,2,1,2008,0,Rural,320800
4287,5,1,2,2005,1,Rural,343350
3268,2,3,2,1957,1,Urban,288000
995,3,2,1,1966,1,Urban,167050
4092,2,1,1,2015,1,Urban,311600
2732,1,1,1,2006,0,Rural,210900
4518,3,3,3,1990,1,Rural,365400
3435,4,2,1,1995,1,Urban,307750
4945,2,2,1,1986,0,Suburban,345550
2867,5,1,3,1975,0,Rural,258350
3084,3,1,2,1971,0,Suburban,248000
1405,2,3,1,2011,1,Suburban,201050
3727,5,3,2,1993,1,Urban,351750
2327,3,1,3,1950,0,Urban,213850
4222,5,1,3,1970,1,Urban,344600
3080,3,1,2,1983,1,Urban,266400
2015,5,2,2,1986,1,Rural,239050
3503,5,2,3,2008,0,Suburban,320050
611,2,3,1,2012,0,Suburban,151650
2172,3,3,3,1964,1,Urban,250300
2802,4,3,1,1971,0,Suburban,268900
2150,5,1,3,1984,1,Rural,235200
4895,2,1,1,2016,1,Urban,352050
2974,2,1,1,1963,0,Suburban,225100
4495,3,1,3,1955,1,Suburban,328750
2390,2,3,1,1959,1,Rural,229700
806,1,1,1,1955,1,Urban,119300
620,5,1,2,1986,0,Urban,154300
3601,3,3,2,2005,0,Rural,309050
1777,1,1,1,1960,0,Suburban,154350
1927,5,1,2,1950,0,Urban,208850
3602,3,3,1,1983,1,Urban,317500
1685,3,3,3,1952,1,Suburban,217350
1955,4,3,1,1983,0,Rural,225150
1679,2,2,1,1994,1,Urban,199650
1846,3,1,2,1990,0,Rural,186800
1128,2,2,1,2015,1,Urban,178400
1714,1,1,3,1976,1,Urban,181000
2461,2,1,3,2003,0,Urban,226450
3495,4,1,2,1994,1,Suburban,295450
2047,1,1,2,2008,0,Rural,182250
3358,4,3,1,2011,1,Urban,323700
1261,4,3,3,1973,0,Urban,207450
2866,1,3,2,1978,1,Urban,264200
4706,4,2,2,2008,0,Suburban,365200
2341,5,2,2,2011,1,Rural,262850
1996,2,1,2,2017,1,Rural,202400
4419,1,2,2,1956,1,Urban,320250
3588,4,3,3,2004,0,Urban,333100
1743,1,3,3,1950,1,Urban,204650
2543,4,2,3,1986,1,Urban,270450
3876,2,1,3,2017,0,Rural,291400
1016,3,1,1,2002,0,Suburban,148900
1334,2,2,2,1951,0,Urban,164500
1123,4,2,3,1955,0,Suburban,175150
1547,4,1,2,1987,0,Urban,190950
2064,4,3,1,1989,0,Urban,242400
4482,1,1,1,1996,0,Urban,305400
996,1,1,3,1965,1,Suburban,136800
2929,1,1,2,1984,0,Rural,219150
2763,3,2,2,1980,1,Rural,254650
1042,4,1,3,2017,0,Rural,169700
1415,5,2,2,1980,1,Rural,207250
2301,1,3,3,2016,0,Suburban,237350
3582,1,3,2,1965,0,Urban,286100
581,4,1,2,1953,1,Suburban,137450
1679,3,1,2,1956,0,Urban,178250
665,5,3,1,1982,1,Urban,190350
2755,1,3,2,1985,1,Urban,260750
2571,2,1,3,1961,0,Suburban,214350
1306,5,3,2,1950,0,Suburban,202800
3238,5,1,2,1992,0,Urban,287000
831,5,1,1,1957,0,Urban,151150
4090,5,3,3,1992,1,Rural,364600
2034,5,1,1,1983,1,Suburban,224100
680,4,2,1,1951,1,Urban,156800
1816,5,1,2,1957,1,Rural,205400
1606,5,3,2,2000,0,Rural,227800
2089,2,3,1,1982,0,Suburban,216550
2986,3,1,2,2002,1,Urban,267400
3090,3,3,3,1953,1,Rural,282900
2740,1,3,1,2013,0,Rural,243400
987,1,1,1,1963,1,Rural,120750
1111,4,1,2,1953,0,Suburban,153950
3920,5,1,3,2010,1,Suburban,336500
3694,3,3,2,2019,0,Urban,327900
1897,1,2,1,1957,0,Rural,169450
1956,3,3,1,1994,0,Suburban,223500
2693,3,2,3,1977,1,Suburban,260250
3574,3,3,2,1951,1,Urban,311500
1837,1,1,1,1991,1,Rural,171650
4922,5,1,3,1993,1,Rural,376500
2700,1,2,1,2017,1,Suburban,242600
4997,3,3,1,1992,0,Rural,369950
3367,5,1,3,1977,0,Rural,283950
4382,3,1,3,1995,1,Urban,340100
2614,3,1,1,1984,0,Suburban,223400
2636,2,3,2,1968,1,Suburban,254700
578,1,3,1,2022,1,Suburban,153000
877,5,1,2,1966,0,Rural,151150
664,4,2,2,1960,0,Rural,143700
