LotArea,YearBuilt,1stFlrSF,2ndFlrSF,FullBath,BedroomAbvGr,TotRmsAbvGrd,SalePrice
18992,2000,1180,1430,1,4,11,310264
11566,2004,997,632,3,2,11,226955
16861,1977,1010,1312,2,1,8,285337
17464,2021,1202,361,2,3,10,213254
9624,1975,1493,1464,2,2,9,374237
6633,1935,1448,1053,3,1,3,302269
18253,2015,1866,918,1,2,4,330206
6517,1960,1340,893,3,3,11,274666
17485,2003,505,636,2,5,6,192809
15849,1980,1457,1246,2,5,5,332962
8648,1939,693,746,3,3,4,174017
18140,2016,1241,1147,2,3,10,292909
16780,1992,1660,682,2,5,9,321628
6537,1926,1411,1002,1,3,11,295364
19357,1900,972,1006,1,3,5,245164
18368,2015,715,692,1,3,3,180997
8137,1933,1872,214,1,5,11,284572
11985,1967,1375,117,1,5,7,203450
5097,1987,1706,226,1,2,7,254536
16407,1920,1691,890,2,5,5,332525
19191,1932,537,443,2,2,10,128732
17722,1906,970,548,1,5,10,189317
17924,1964,951,828,3,4,3,241204
8750,2004,1665,1460,1,2,6,374604
16349,1902,1512,11,2,3,8,220727
17875,2007,602,1145,3,4,11,228180
13535,1950,541,488,3,5,4,162942
13174,1978,1446,1274,3,5,9,359970
13103,1994,1670,578,2,4,3,286815
10413,1953,565,1303,3,1,6,225131
19267,1979,1442,741,2,3,9,287967
9666,1973,692,1360,2,2,5,247667
5610,2017,1821,167,1,4,5,256275
6727,1992,1561,960,2,2,6,295490
15482,2022,1001,1351,3,5,10,307639
6854,1958,1951,1269,2,1,5,382443
15800,1905,1163,1324,2,1,10,312009
10055,1928,851,199,1,2,11,172035
15271,1916,825,863,1,5,10,212767
19726,2016,1561,753,2,1,10,300254
7324,1959,1620,1036,2,3,11,324634
17819,1921,607,1389,2,5,6,262883
14369,1923,1130,773,1,4,5,230035
19718,1980,650,96,1,4,10,117363
14283,1984,1597,70,3,4,3,225835
19189,1950,1580,992,3,3,3,321589
18171,1949,1377,356,3,5,6,245802
19549,1910,834,811,3,2,5,218195
10774,1955,1775,543,1,2,4,298630
11519,1970,1303,1273,1,5,11,322753
15983,1941,1266,253,2,3,7,203563
19548,1938,1777,1205,3,5,5,364358
19414,1968,1908,987,2,2,11,367132
6749,2007,1979,1189,2,5,10,401339
15867,1947,758,3,1,4,6,106424
19939,1956,1281,1486,2,5,7,348533
5781,1920,1988,144,2,1,7,275662
12548,1981,533,164,1,5,10,135713
16240,1998,825,343,1,2,9,160684
11823,1919,1336,1128,1,2,5,283348
7105,1914,1761,1337,1,2,8,374775
8867,1968,1190,1192,3,4,8,315484
12193,1976,1238,519,3,2,4,233681
9976,1950,1989,925,3,1,3,367754
17734,1975,1243,1459,2,5,9,330308
7113,1961,1827,608,3,3,5,320453
10879,2018,1346,511,1,2,7,249881
18565,1984,616,408,3,5,10,168225
8970,1936,1730,435,1,4,7,292971
15183,1905,1149,1338,3,5,7,316741
14259,1970,902,541,3,2,7,208891
12264,1925,1496,612,1,2,9,276689
6577,2005,732,899,1,2,4,193721
14203,2011,1428,1086,2,1,3,295318
7274,1907,1807,1055,2,5,6,365255
9869,1972,979,1234,2,3,7,270076
15006,1990,1475,1486,3,1,9,363871
11744,1903,508,562,3,3,3,147398
7426,1920,1214,574,1,2,11,227404
18489,1930,878,1103,1,3,6,240944
10546,1920,880,1021,2,3,8,237685
11852,2003,1343,342,1,1,3,212058
17594,1924,859,1255,3,1,11,270594
18066,2002,675,612,1,5,6,171614
7551,1914,984,128,1,3,7,157380
11411,2016,1928,1042,1,1,10,349796
16849,1934,532,356,1,5,8,143086
5007,1948,1988,1442,1,3,5,401882
13087,1942,1195,958,2,3,10,288215
7555,1940,656,80,2,2,8,99985
5475,1936,1064,665,3,1,4,227765
10416,1956,701,780,2,4,7,194957
15403,1941,1698,1141,1,1,5,349449
13676,1946,1767,790,2,2,6,331450
12239,1991,1792,491,3,5,11,339432
11710,1960,1422,224,2,1,5,225578
10000,1913,1969,986,3,3,7,365124
9654,1967,573,418,3,4,10,167169
13078,1952,595,779,3,5,11,203636
11063,1983,672,136,1,1,9,113088
7285,1933,1929,225,3,5,6,305192
10223,1975,654,1357,2,3,11,255941
18521,1996,1706,1252,2,4,4,385906
19889,1923,1846,322,2,3,4,284931
11971,1919,788,1131,3,4,6,244494
17755,1968,757,811,3,5,4,189217
8525,2001,673,444,1,1,5,122707
16531,1929,829,6,3,4,7,137059
19721,1987,1754,127,2,3,5,259439
7822,2006,1258,1376,1,4,3,322370
9943,2003,1519,266,2,5,5,253488
11530,1906,660,684,1,5,8,164279
16116,1935,685,927,3,5,5,208197
5258,1937,642,213,1,1,11,119837
5282,1979,1805,246,3,5,5,289791
18937,1951,1406,1397,3,1,5,333155
6898,1914,1139,420,2,2,5,217148
9135,1945,526,1064,3,4,7,210989
11629,1922,1769,716,3,3,9,322614
16168,1911,701,1371,3,1,7,251702
15459,1992,1544,142,2,1,11,220613
8200,1943,1169,140,3,3,8,189086
10110,2011,1617,564,2,4,3,283606
12167,1914,1531,106,1,5,11,235015
5612,1992,971,32,2,4,5,137159
19203,2008,1862,1223,2,1,10,351899
5687,2006,758,118,3,5,5,129146
8690,1948,554,228,2,2,10,114414
13804,1920,1410,687,1,3,6,273051
7307,1914,1529,1208,2,4,3,320106
12133,1913,1900,829,3,5,8,352167
16205,1941,1053,1010,1,3,9,247047
11509,2007,1573,849,3,4,10,324197
14973,1979,611,1238,3,1,8,238008
10906,1914,645,732,2,1,3,175520
7591,2005,729,1153,3,1,7,233954
15888,1962,996,844,1,2,11,239025
18835,1967,1829,271,1,1,5,273930
19218,1926,960,634,1,1,7,197053
17150,1986,1306,1031,1,1,8,282004
12183,1992,725,402,2,5,7,176424
10248,2004,558,927,1,3,6,184703
13766,1952,1599,626,2,2,4,279246
15102,1951,927,1392,3,4,7,304752
10108,1962,1227,616,3,2,3,232101
8604,1972,1655,980,2,3,3,329483
5669,1952,1431,536,3,1,10,270216
9364,1956,997,1076,3,1,6,259471
12329,2019,1315,246,1,4,3,206826
6283,1951,1409,336,3,2,4,216646
5923,2006,1828,1304,3,2,7,403431
6125,1942,566,32,2,4,9,109020
6529,1906,729,798,1,2,7,198520
19046,2016,1482,547,3,2,8,279443
14786,1941,832,1366,3,2,9,279083
13438,1903,776,890,2,4,5,226740
8711,1968,1220,1262,3,4,7,322766
13004,1904,643,728,1,3,10,165593
14752,1974,1774,1200,1,2,8,359668
11274,2004,1190,43,1,3,4,147812
15592,1991,1603,303,2,5,11,266806
15435,1979,556,268,1,5,4,112933
8864,1940,1889,682,1,2,8,312505
15131,2017,807,399,1,1,4,154277
18217,1993,673,602,1,5,9,185510
12833,1903,1985,921,1,1,3,328070
16261,1901,1249,970,1,3,6,294628
11788,2009,1503,430,2,2,10,263920
5226,1966,1177,420,1,3,11,218580
16739,2013,1059,130,3,3,5,173206
5264,1920,1897,1433,2,4,11,397702
14587,1969,848,1248,3,2,10,260940
16749,1942,1590,1166,3,4,6,335752
18745,2016,829,577,1,3,3,170197
5645,1981,693,539,3,1,7,175193
19546,2007,1678,124,3,2,9,244729
12544,1968,1683,1235,3,2,7,364286
18706,1908,765,933,1,5,7,225104
10569,1983,667,1451,1,1,7,249359
7990,1927,644,1460,1,1,5,261162
18675,1925,685,591,2,3,8,179212
15091,1981,1385,1261,1,3,6,332798
7504,1982,1364,643,1,3,4,268684
15964,1902,1273,327,3,5,6,226127
18537,1972,1946,811,1,1,8,368628
18269,1999,1506,1142,3,4,8,350912
14346,1994,1285,45,1,1,11,178437
5587,1948,956,83,1,4,10,172577
17763,1916,844,793,1,2,7,199051
15013,1962,1234,351,1,4,5,215412
14177,1954,1053,1036,1,2,6,264152
9079,1922,1520,636,1,3,7,282672
8348,1933,1287,1195,1,1,3,281606
11299,2004,1435,233,3,3,11,233103
8831,2004,1204,1204,2,1,6,279300
14433,1968,1627,1074,2,4,10,360427
13381,1914,746,780,1,1,7,198606
18728,1946,1311,680,2,4,7,273752
14172,1902,1546,1418,3,1,4,335809
14890,1982,1452,932,3,2,10,316101
6715,1927,1314,1452,3,4,9,341330
15785,1902,643,1297,2,3,4,222722
17328,2001,1229,860,2,3,8,255177
11450,1903,1362,1230,2,3,11,328201
18230,1987,1716,147,1,3,10,252186
17625,1930,964,299,3,2,5,181805
10433,1944,874,1476,3,2,9,292629
6098,1958,1176,548,1,5,6,234653
12096,1944,1191,977,2,5,6,276097
7326,2022,1128,382,3,5,9,213586
16439,1974,1789,799,2,5,9,347368
14087,1936,1901,533,1,1,3,301052
11416,1964,1055,1256,2,4,3,280155
11980,1908,1362,1152,1,3,8,308832
11763,1916,573,569,2,1,4,142461
6674,2017,937,930,1,2,5,232784
16101,1964,1380,236,3,3,4,227523
12950,1902,725,965,1,4,4,198535
14122,2010,807,700,2,4,10,225071
17576,1925,1465,753,3,2,10,290252
13915,1952,847,574,2,3,8,190007
16132,1930,975,1264,2,5,5,290462
19607,1925,1838,956,1,3,7,350886
11049,1922,1024,1016,1,3,9,261962
6089,1929,1948,770,2,4,7,353108
9578,1909,1023,222,1,2,9,185858
14127,1971,1061,1122,2,3,9,265717
15487,2007,1772,556,1,1,6,282171
5155,1988,1068,910,1,1,8,258755
14262,1963,1705,272,2,2,11,262706
6958,1921,605,1422,3,5,6,245959
15693,1914,690,429,1,3,3,149719
11344,2022,1660,522,2,3,10,286149
10779,2004,1199,959,3,4,6,284943
17411,1955,1643,1371,1,3,10,366675
11144,2020,1330,909,1,5,11,288169
10063,1973,571,450,2,3,10,142814
8830,1919,1254,1011,1,3,3,276621
14046,2004,1654,41,2,4,11,244318
13831,1946,956,93,2,1,7,152734
15430,1986,1404,485,1,1,10,236977
14794,1952,978,516,3,5,8,219346
11659,1952,551,1173,1,2,9,212285
5441,1900,1503,716,3,2,5,282147
11040,1901,1073,498,1,4,11,222512
19126,1957,1642,370,3,3,11,259312
10925,1918,1787,980,1,4,4,326915
19478,1961,1762,698,3,1,6,309376
12358,1977,1874,484,3,5,6,316627
9628,1971,1392,664,1,2,3,253951
11370,2001,754,1406,1,3,6,250495
14528,1911,1184,627,2,2,5,233879
16892,1925,1832,731,3,1,4,314918
5948,1926,556,191,1,3,8,108191
16565,1928,1449,835,2,1,5,286133
13179,1914,1926,1244,1,2,11,396075
11115,1945,1590,1070,3,2,11,347489
5459,2016,1569,126,1,1,10,230710
12568,1900,1105,726,1,3,10,242670
9646,1959,868,1030,2,1,4,231607
5392,2006,731,695,1,3,8,196438
17130,1991,1925,1139,2,4,6,393814
6787,1956,1407,563,3,4,4,270815
18132,1902,1546,365,3,3,4,239939
12374,2014,1073,1069,1,1,9,256801
15449,1917,1790,392,2,3,3,296139
6138,1951,1340,953,3,2,10,281191
17000,1959,617,22,1,1,7,93926
9741,1933,1578,1154,1,3,10,357688
12418,1995,1676,1150,1,2,4,323438
11362,1992,1762,444,1,5,3,273999
7454,1988,1788,776,1,2,4,310158
14658,1959,767,1332,2,3,8,246807
8674,1925,612,707,1,1,6,172630
6377,2002,665,432,1,1,10,156312
11701,1971,1167,472,1,4,11,237705
7597,1918,1531,47,1,3,11,208465
5141,2017,1213,1105,1,2,7,286296
7659,2010,1740,1132,1,2,8,348749
9596,2005,930,262,1,3,9,154043
14031,1921,1815,1054,3,2,6,375956
16810,1992,1392,357,3,5,5,232838
18970,1932,1573,567,1,4,4,274877
10661,1937,606,479,2,1,6,142155
11142,2008,1532,866,1,2,11,309239
17109,2009,1244,1212,2,5,7,304088
10626,1934,1199,1028,2,3,3,280426
13787,2006,1979,1309,2,2,7,413879
15096,1966,822,1417,2,3,8,276593
13472,1982,808,1478,2,5,8,269457
5423,1909,1349,707,3,5,7,264380
11999,1990,1121,425,1,1,10,222950
17557,1914,1494,1050,3,3,7,328058
9249,1910,644,126,3,4,5,124928
19949,2010,1239,134,1,1,5,191021
6750,1989,1320,330,3,3,6,224376
9757,2022,911,391,1,3,10,191384
6967,1923,613,7,1,5,11,97230
9088,1976,1074,612,1,5,9,223909
9178,1995,898,1284,1,3,4,249741
12789,2000,1798,1222,2,5,11,370779
7946,1903,623,597,2,3,8,162525
14641,1912,585,385,3,3,8,147049
10394,1972,546,471,1,1,8,130691
12880,1956,1443,178,1,1,3,209878
15523,2012,1724,449,1,4,11,291777
10075,1997,1799,1263,1,1,8,361116
15412,2019,1653,814,2,2,9,325361
16981,1936,1971,1206,2,2,3,386634
12230,1947,1303,357,2,5,7,234689
16002,1970,888,375,3,2,5,162747
18947,1900,1075,701,1,1,11,232416
18686,1959,1786,837,2,4,4,334281
17920,2021,1131,537,2,3,6,228841
6531,1911,1801,781,1,4,5,316801
18074,1920,1213,81,2,1,11,200900
7990,1910,1569,1381,1,1,5,355408
12155,1943,1691,184,1,1,3,250889
9493,2014,1968,287,2,5,10,296755
14335,1957,1121,1085,3,2,3,266109
5933,2007,545,882,1,1,3,154371
6460,1943,1223,506,3,3,9,231250
19140,1977,1039,1485,2,2,11,297326
7723,1997,586,29,1,2,6,85542
15704,1933,1302,935,1,5,6,288203
5285,1924,1908,30,2,4,7,263602
5264,1903,764,1316,3,2,7,246734
15559,1963,1545,1196,2,2,4,349060
11816,2015,1202,1151,2,1,11,297958
16639,2018,1973,85,2,3,11,275349
19424,1989,731,1338,3,1,11,259012
18965,1915,685,27,1,3,11,122809
18514,1909,825,121,1,2,3,125082
18108,2008,1706,1274,2,3,10,365852
6762,1965,896,572,2,1,10,191659
16240,1934,1926,402,3,1,6,308459
15573,1982,1986,682,2,4,3,340902
15461,1905,1940,1466,3,5,3,405278
5040,1918,1725,271,3,4,3,249733
10827,1958,1588,836,3,2,5,296385
13259,1952,1455,112,2,3,5,227391
5987,2015,1054,1417,1,1,6,285286
19087,2014,1232,18,3,1,4,172186
19849,1907,1540,604,1,1,11,280076
12804,1977,1296,464,3,1,11,229350
12789,1909,1706,690,2,2,9,309557
10717,1966,890,1010,3,5,4,242017
17200,1937,543,1214,3,4,5,218432
18943,1928,1400,1013,1,4,10,297314
8198,1914,981,162,2,1,11,181063
10374,1986,1786,698,3,1,6,315680
9790,1922,1697,294,2,3,11,278930
12183,1981,1964,578,1,1,6,310036
7524,1945,1065,1096,2,4,4,276133
14277,1982,719,700,2,3,9,205043
7479,1927,1917,1332,1,3,11,398464
14885,1925,1271,301,3,1,4,197574
15507,1909,1718,1331,3,3,10,389485
10154,1946,908,123,2,5,8,146376
5778,1903,970,668,3,1,11,218424
17781,1954,1870,1284,1,5,7,388707
14777,1965,1985,194,2,1,3,276308
6492,1966,1584,841,2,5,7,335479
19078,1906,665,350,3,1,9,155137
5660,1954,1171,488,3,4,9,239329
6348,1979,1674,199,3,1,6,254317
18615,1930,610,883,2,4,8,198853
14491,1973,1048,507,3,2,8,218203
17132,1918,1526,897,2,2,3,295709
15178,1927,1536,445,3,1,7,254124
12851,1980,1685,79,2,4,9,265980
12156,1927,843,744,2,4,7,209527
7044,1918,1972,697,2,3,10,329699
12368,2000,831,1492,3,3,3,258150
8516,1986,763,1465,3,5,11,284677
19216,1919,582,930,1,3,4,187619
18635,1912,1276,653,2,1,10,254777
14250,1976,1423,901,3,3,7,277213
14168,1942,833,271,1,3,9,172348
9577,1910,1903,1366,1,1,9,393712
5727,1947,1742,123,3,1,3,246458
15719,1914,1157,1246,2,5,10,316638
16328,1916,953,685,1,4,5,216710
18319,1953,1172,651,1,3,6,241906
12468,1949,1240,296,2,2,5,197271
5342,1927,1612,1142,3,4,4,348798
6447,1982,832,786,2,1,9,219909
15571,1903,809,1099,2,3,7,240909
11581,1921,1226,620,3,5,9,254557
16851,1985,1943,972,1,2,3,349121
11317,2018,853,880,2,4,4,226690
19894,2000,1323,1281,1,3,8,326375
5526,1938,1623,350,1,1,8,233812
15088,1933,644,1300,1,4,5,234157
17946,1996,1533,254,3,2,3,238571
15265,1943,1567,1287,1,1,5,333671
18107,1941,1909,678,2,2,6,325889
11748,1939,1409,28,2,3,3,195436
5405,1996,1260,466,2,4,9,231972
19567,1911,994,1058,3,5,5,261074
19868,1901,1692,748,2,3,10,308278
12986,2022,1141,1317,3,3,9,306201
14765,1927,1030,601,1,5,8,237160
19099,1973,1859,1226,1,5,10,392723
17792,1985,1012,739,3,1,11,232123
8740,1980,629,930,3,2,4,192630
17466,1989,1507,1091,3,3,11,337236
17419,1966,1773,130,1,1,7,241568
6846,1970,1233,110,3,1,3,197987
6478,2007,1446,523,1,3,3,250070
15587,1971,1661,1311,1,2,9,344494
19875,1983,1798,686,2,5,8,310928
5771,1975,1501,830,1,3,11,289098
10525,1998,963,665,3,2,3,206502
19411,1980,640,1066,3,5,9,215611
13770,1991,1779,874,3,4,10,350613
16093,2004,1381,1317,1,3,6,320853
18803,1909,955,284,1,3,3,156424
5193,1985,933,822,2,2,5,221540
7007,2001,672,563,2,1,4,179569
6185,1956,972,18,3,1,5,139270
7394,1996,1946,546,1,2,8,333319
16190,1985,1519,47,3,3,5,217114
18672,2007,1416,218,3,3,6,221783
14984,1936,938,765,3,3,3,212586
14302,1976,1515,1211,2,4,8,351139
9005,1990,1580,30,3,1,4,218324
12429,1963,997,258,2,4,6,175649
7261,1978,668,1367,1,3,7,220001
8736,1985,1488,307,3,1,7,227055
16985,1993,1060,1094,2,3,6,277791
15128,2006,927,306,1,3,5,178657
11716,1939,918,567,2,2,6,208772
9875,2000,1870,1122,3,1,5,354287
17549,1997,954,20,1,3,5,146326
13921,2007,1213,1029,1,5,6,272038
9378,1959,701,230,1,5,11,161908
12815,1997,678,81,2,3,11,138606
18778,2021,556,957,2,2,10,200075
8451,1947,1445,216,2,3,6,216020
17649,2016,1000,334,1,5,4,193917
12616,1998,1238,558,3,1,11,246090
17728,2005,611,863,3,2,8,203278
15332,1918,1671,873,1,3,10,307158
14836,1971,1214,752,3,5,6,251102
7800,2002,1901,593,1,1,10,310876
18154,1932,1376,703,3,5,8,310724
18735,1943,1871,924,3,2,8,341026
13333,1991,1881,552,3,4,8,319093
10410,1936,1579,1482,2,3,11,375586
6455,2011,1312,782,2,1,3,268411
11892,1988,1839,86,1,2,3,249377
19163,1935,1463,512,2,2,7,241226
19135,1980,1708,983,1,4,3,322302
10808,1987,1577,1008,2,4,11,329151
11796,1920,536,586,3,3,6,143796
9796,1901,1512,497,2,3,4,258231
10093,1930,1793,906,2,2,5,334445
15288,2007,1362,955,2,3,11,310621
6325,1996,1231,742,1,3,10,260949
9976,1929,1751,448,1,4,5,270118
14405,1975,1951,587,3,2,10,332137
6159,1943,1309,259,3,5,6,242548
9650,1911,1524,1223,3,5,8,355109
17691,1950,522,462,2,1,6,138519
9987,2020,1971,93,3,4,7,278466
9697,1948,1295,1020,1,1,11,281252
19118,2015,995,1375,3,2,4,277567
5340,1923,1399,1131,3,5,11,333303
8828,1923,924,354,3,5,5,187943
6968,2021,1199,468,3,5,7,235970
5703,1959,517,94,3,1,9,118345
17605,1910,1968,867,1,3,4,346720
19953,1912,1126,90,2,1,6,149107
10482,1990,1562,1067,3,5,3,325702
15621,1971,1733,1479,2,4,5,386600
11376,1973,710,954,3,4,8,218234
6800,1971,1064,383,2,1,4,184823
10463,1963,1471,22,1,1,10,200093
18860,1919,1804,22,2,2,9,265241
9912,1971,632,1257,3,1,5,216143
9648,1972,948,310,2,1,3,150429
5855,1970,763,1440,2,5,6,257147
15004,1977,610,1356,3,3,6,252542
7866,1927,1349,574,2,5,7,242961
16834,1901,1761,102,3,3,5,260976
5182,2020,1980,499,1,5,4,314154
8112,1942,1400,827,3,5,4,286027
10670,1907,1258,188,1,2,10,204741
9492,1912,1360,459,2,3,9,263226
10823,1984,1396,188,3,5,3,210099
6517,2010,1361,350,2,5,11,238157
10002,1991,1696,580,1,3,5,269744
6356,1934,692,113,1,2,5,117269
15366,1922,1014,103,2,3,3,151886
8629,1945,1289,619,3,2,6,238551
8628,1914,1467,1368,3,2,4,337203
17288,1901,1932,1044,3,4,5,362981
16431,1960,583,386,3,2,3,143613
16883,2014,1297,943,1,4,5,257105
13210,1975,579,854,3,1,6,199148
16595,1963,1732,1232,2,2,8,376695
17871,2020,1021,482,1,3,5,186150
17743,1951,1722,472,2,4,8,294784
16196,1935,733,858,2,1,4,218880
11132,1966,743,941,2,1,10,218592
14324,1968,1916,392,1,2,7,283990
16531,1966,1969,515,3,3,3,327176
11588,2020,1348,1211,2,2,8,320613
8311,1946,892,345,2,5,5,165991
11048,1982,508,1375,3,1,6,219482
16564,1901,1112,540,3,5,10,235285
19937,1943,1306,46,3,5,10,227787
11246,2000,1214,1100,3,4,10,291271
5987,1963,1676,342,2,5,7,271155
8321,2017,609,1214,1,1,3,225141
9615,1980,1333,542,3,1,11,249308
18146,1977,765,818,3,3,11,230184
13365,1927,1896,1059,2,2,10,368015
18654,1990,1675,756,3,3,5,326242
8741,1953,1475,1447,2,3,8,367125
8052,1973,1454,350,2,2,9,245164
11574,1966,1938,187,2,1,6,275404
5726,1935,1406,333,2,4,9,232914
8760,2001,1849,482,3,5,11,304715
10806,2019,1171,1239,1,4,8,297229
6875,1962,675,1181,3,5,4,241452
11993,1924,1024,666,1,2,8,224497
18969,1985,1838,1264,3,2,5,400481
9033,1947,1590,295,2,3,9,243639
10443,1938,1451,1485,3,2,5,352211
5989,1946,1707,44,2,5,10,258934
8744,1993,1558,494,3,4,7,267310
15878,1920,1004,174,2,4,5,175558
13611,1929,1348,1003,1,4,3,288062
5593,1991,1462,1369,2,4,7,344503
19820,1930,1599,55,3,3,5,216244
6774,2020,971,340,2,4,6,183859
15651,2015,1022,1131,1,5,6,272062
5935,1925,1379,213,1,3,5,192747
18395,2006,1806,757,3,3,8,328973
18424,1921,773,1420,2,3,8,266444
8808,1920,553,549,3,2,3,157412
5331,1900,1578,496,2,3,6,258761
16641,1936,1387,172,1,5,3,214422
12922,1976,1244,104,3,4,9,211009
7702,1984,776,478,1,2,9,171608
19376,1945,1966,1422,2,4,8,425016
17198,1908,1382,433,1,1,4,245451
10889,1916,1941,641,2,2,6,334552
10054,1946,1131,692,3,5,5,240430
8868,1984,1748,990,2,2,10,350667
9200,1994,1069,921,2,3,4,258977
5201,2002,1778,193,3,2,4,253945
7497,1958,675,842,3,3,3,201338
6842,1953,1065,800,1,4,11,249140
15058,1985,1669,1489,2,2,5,381034
15188,1911,1270,1364,2,2,10,310981
18577,1963,1908,58,1,5,9,271310
14101,2018,761,477,2,1,3,151668
17497,1905,1030,1126,2,2,8,271078
9658,1952,1894,532,3,4,10,334836
16381,1915,1390,591,3,3,8,247927
12544,1989,1720,838,3,4,11,342933
12718,1904,1447,1345,1,5,5,353069
18851,1972,1084,548,3,2,8,237035
5770,1945,1314,1037,1,1,6,297265
8155,2003,1807,1479,3,1,5,401186
15693,1913,801,220,2,2,10,167327
15906,1943,1655,875,2,1,9,313372
17916,1962,1643,1414,3,4,9,383134
16777,2005,1659,677,3,3,7,289664
6628,1993,1127,1196,1,2,3,266853
18989,1951,1072,661,2,3,8,238698
5386,2015,1028,683,3,1,8,231102
11031,1925,533,1104,3,5,5,188731
16613,1952,1031,335,2,3,7,191231
11439,2008,1731,224,3,5,11,277507
11401,1928,1822,870,2,4,9,343070
18392,1918,1617,34,3,5,10,262167
9008,1946,1937,187,2,3,11,281530
17285,1907,870,1247,1,3,8,249892
17555,1922,908,642,3,2,7,225691
7466,2016,1906,962,3,5,7,367164
7282,2005,1964,967,3,4,7,383653
6856,1934,1970,493,1,2,6,310474
12980,1994,1116,310,3,2,4,194939
6998,1952,570,520,3,4,9,156661
10476,1998,583,368,2,2,9,152031
14428,1995,708,1498,3,4,10,289755
9669,1957,758,745,3,1,10,199415
17336,1904,1762,30,2,2,10,250528
14342,1915,1825,1255,1,3,11,386747
9318,1916,1755,997,1,1,8,326015
12064,1931,1431,496,2,2,6,232655
12446,2001,781,963,1,4,4,216192
6431,2021,893,1198,1,1,7,241353
10624,1995,917,297,3,1,8,182590
12461,1951,1729,1388,3,3,9,385491
6819,1919,1787,1109,3,2,8,349210
15516,2011,1834,576,1,2,6,302573
18749,2019,1358,1112,3,4,6,300685
6130,1965,1125,53,1,1,9,170861
18969,1983,1602,1384,3,3,3,339579
11563,2010,1865,1499,1,4,5,400939
7658,1981,1061,228,2,4,4,184147
8500,1900,1331,778,2,3,4,252512
13566,1957,1618,984,3,2,9,344256
7120,1992,1440,372,1,3,7,222540
9020,1992,1874,468,2,2,5,300741
15213,1982,561,419,2,5,11,140354
16897,1943,1665,531,3,1,11,282126
18341,2003,1233,1423,3,3,5,327538
8259,1905,1634,987,1,4,4,324588
16627,2007,1281,1207,2,2,5,301924
15081,2002,1680,561,1,1,11,295101
6823,1949,1038,89,1,1,10,148839
6474,2017,1096,1406,3,3,5,290866
7242,2009,508,368,1,4,6,133162
18467,1971,775,1097,1,3,7,213222
8243,1987,726,1292,2,4,6,238178
11990,1919,685,14,1,5,4,110372
10160,2017,1090,1352,2,3,11,309978
8134,1913,1739,1415,2,2,4,377033
7070,1904,932,1457,1,3,7,272192
5359,1940,1068,343,1,3,11,198684
19895,1939,1155,1218,2,5,10,294688
15233,1933,855,1059,1,5,3,238120
6141,1979,1342,916,2,3,5,283166
6635,1944,891,204,1,4,11,175027
18691,1970,1078,775,2,5,5,239514
9000,1979,1798,1080,2,5,6,356094
15135,1970,1974,1133,3,4,5,404463
17966,1926,919,685,1,1,9,186317
8361,1977,663,717,2,5,11,216777
11583,1977,1278,224,2,5,6,210562
12835,1943,1137,1409,1,4,11,302547
16172,1932,1706,63,1,4,4,229867
5006,1932,1833,947,1,3,4,344763
8267,1943,516,960,3,3,11,211705
11564,1919,945,1375,1,1,9,297410
14783,2016,669,1486,3,1,7,262526
9928,2010,1803,319,1,1,7,273069
16456,1935,839,356,3,2,11,188164
7606,1906,1225,92,1,4,6,165248
16411,1931,1534,694,3,5,3,288249
10906,2011,632,1323,2,4,8,247989
8273,1966,1400,1412,3,4,5,331010
12611,1938,1139,433,3,1,4,204587
5913,1992,1671,1125,2,4,6,340585
7011,1923,1322,840,1,2,11,274451
6442,1985,1453,1401,2,5,10,375964
10546,1969,578,1361,2,1,9,257156
16246,2011,845,1023,2,3,4,229530
18790,1987,1108,897,3,5,3,263655
16738,2003,1772,883,2,3,9,348804
17413,1986,1138,777,1,3,7,246160
19730,1953,1547,491,3,4,10,266446
18104,1937,1994,1083,3,5,7,391895
16120,1973,1724,812,2,2,7,312116
6829,1979,630,391,3,4,10,169847
13767,1974,855,1142,1,3,11,246552
11468,1931,1443,1494,3,5,4,361198
18703,1944,649,1351,2,4,10,257939
5929,1960,1827,20,2,5,9,255488
16951,1969,549,1120,2,1,10,199623
8699,1987,963,512,3,2,5,185527
14655,1996,1763,907,2,2,6,346897
16467,1952,954,714,3,2,9,231186
18120,1950,1806,943,2,3,7,343904
6054,1975,834,349,2,3,9,181276
10744,1955,1875,1155,2,2,8,384897
6900,1926,1167,545,1,5,6,226244
14649,1937,826,598,1,1,4,178864
